latitude,longitude,altitude,geometry,id,type,firstName,lastName,weight,displayWeight,height,displayHeight,age,dateOfBirth,debutYear,headshotUrl,jersey,positionName,positionDisplayName,birthCity,birthState,birthCountry,teamId,teamUrl,statsUrl,active,statusType,statusName,league,birthStateAbbr,country2Code
38.5775,-92.1778,,Point,3934719,basketball,O.G.,Anunoby,232,232 lbs,79,"6' 7""",25,1997-07-17T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,3,Small Forward,SF,Jefferson City,Missouri,United States,28,{api}basketball/leagues/nba/seasons/2023/teams/28?lang=en&region=us,{api}basketball/leagues/nba/athletes/3934719/statistics?lang=en&region=us,true,active,Active,nba,MO,US
29.9537,-90.0777,,Point,3415,basketball,D.J.,Augustin,183,183 lbs,71,"5' 11""",35,1987-11-10T08:00:00.000Z,2008,https://a.espncdn.com/i/headshots/nba/players/full/3415.png,4,Guard,G,New Orleans,Louisiana,United States,10,{api}basketball/leagues/nba/seasons/2023/teams/10?lang=en&region=us,{api}basketball/leagues/nba/athletes/3415/statistics?lang=en&region=us,true,active,Active,nba,LA,US
32.0841,34.8086,,Point,4683021,basketball,Deni,Avdija,210,210 lbs,81,"6' 9""",22,2001-01-03T08:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4683021.png,9,Small Forward,SF,Tel Aviv,,Israel,27,{api}basketball/leagues/nba/seasons/2023/teams/27?lang=en&region=us,{api}basketball/leagues/nba/athletes/4683021/statistics?lang=en&region=us,true,active,Active,nba,,IL
25.0774,-77.3407,,Point,4278129,basketball,Deandre,Ayton,250,250 lbs,84,"7' 0""",24,1998-07-23T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4278129.png,22,Center,C,Nassau,New Providence,Bahamas,21,{api}basketball/leagues/nba/seasons/2023/teams/21?lang=en&region=us,{api}basketball/leagues/nba/athletes/4278129/statistics?lang=en&region=us,true,active,Active,nba,NP,BS
5.712,5.9465,,Point,4066299,basketball,Udoka,Azubuike,280,280 lbs,82,"6' 10""",23,1999-09-17T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4066299.png,20,Center,C,Delta,,Nigeria,26,{api}basketball/leagues/nba/seasons/2023/teams/26?lang=en&region=us,{api}basketball/leagues/nba/athletes/4066299/statistics?lang=en&region=us,true,active,Active,nba,,NG
33.4483,-112.0758,,Point,4277848,basketball,Marvin,Bagley III,235,235 lbs,82,"6' 10""",24,1999-03-14T08:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4277848.png,35,Power Forward,PF,Phoenix,Arizona,United States,8,{api}basketball/leagues/nba/seasons/2023/teams/8?lang=en&region=us,{api}basketball/leagues/nba/athletes/4277848/statistics?lang=en&region=us,true,active,Active,nba,AZ,US
41.8843,-87.6324,,Point,5105638,basketball,Amari,Bailey,185,185 lbs,77,"6' 5""",19,2004-02-17T08:00:00.000Z,,,,Guard,G,Chicago,Illinois,United States,30,{api}basketball/leagues/nba/seasons/2023/teams/30?lang=en&region=us,,true,active,Active,nba,IL,US
43.1337,-88.2213,,Point,4433246,basketball,Patrick,Baldwin Jr.,220,220 lbs,81,"6' 9""",20,2002-11-18T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4433246.png,7,Forward,F,Sussex,Wisconsin,United States,27,{api}basketball/leagues/nba/seasons/2023/teams/27?lang=en&region=us,{api}basketball/leagues/nba/athletes/4433246/statistics?lang=en&region=us,true,active,Active,nba,WI,US
33.9965,-117.7576,,Point,4432816,basketball,LaMelo,Ball,180,180 lbs,79,"6' 7""",21,2001-08-22T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4432816.png,1,Point Guard,PG,Chino Hills,California,United States,30,{api}basketball/leagues/nba/seasons/2023/teams/30?lang=en&region=us,{api}basketball/leagues/nba/athletes/4432816/statistics?lang=en&region=us,true,active,Active,nba,CA,US
33.9965,-117.7576,,Point,4066421,basketball,Lonzo,Ball,190,190 lbs,78,"6' 6""",25,1997-10-27T08:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/4066421.png,2,Point Guard,PG,Chino Hills,California,United States,4,{api}basketball/leagues/nba/seasons/2023/teams/4?lang=en&region=us,{api}basketball/leagues/nba/athletes/4066421/statistics?lang=en&region=us,true,active,Active,nba,CA,US
40.8079,-73.9454,,Point,4277919,basketball,Mo,Bamba,231,231 lbs,84,"7' 0""",25,1998-05-12T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4277919.png,,Center,C,Harlem,New York,United States,20,{api}basketball/leagues/nba/seasons/2023/teams/20?lang=en&region=us,{api}basketball/leagues/nba/athletes/4277919/statistics?lang=en&region=us,true,active,Active,nba,NY,US
47.6036,-122.3294,,Point,4432573,basketball,Paolo,Banchero,250,250 lbs,82,"6' 10""",20,2002-11-12T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4432573.png,5,Power Forward,PF,Seattle,Washington,United States,19,{api}basketball/leagues/nba/seasons/2023/teams/19?lang=en&region=us,{api}basketball/leagues/nba/athletes/4432573/statistics?lang=en&region=us,true,active,Active,nba,WA,US
39.8304,-84.8903,,Point,4066320,basketball,Desmond,Bane,215,215 lbs,77,"6' 5""",25,1998-06-25T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4066320.png,22,Shooting Guard,SG,Richmond,Indiana,United States,29,{api}basketball/leagues/nba/seasons/2023/teams/29?lang=en&region=us,{api}basketball/leagues/nba/athletes/4066320/statistics?lang=en&region=us,true,active,Active,nba,IN,US
42.0253,-93.6202,,Point,6578,basketball,Harrison,Barnes,225,225 lbs,80,"6' 8""",31,1992-05-30T07:00:00.000Z,2012,https://a.espncdn.com/i/headshots/nba/players/full/6578.png,40,Small Forward,SF,Ames,Iowa,United States,23,{api}basketball/leagues/nba/seasons/2023/teams/23?lang=en&region=us,{api}basketball/leagues/nba/athletes/6578/statistics?lang=en&region=us,true,active,Active,nba,IA,US
26.7144,-80.0533,,Point,4433134,basketball,Scottie,Barnes,225,225 lbs,80,"6' 8""",21,2001-08-01T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4433134.png,4,Small Forward,SF,West Palm Beach,Florida,United States,28,{api}basketball/leagues/nba/seasons/2023/teams/28?lang=en&region=us,{api}basketball/leagues/nba/athletes/4433134/statistics?lang=en&region=us,true,active,Active,nba,FL,US
43.6535,-79.3839,,Point,4395625,basketball,RJ,Barrett,214,214 lbs,78,"6' 6""",23,2000-06-14T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nba/players/full/4395625.png,9,Shooting Guard,SG,Toronto,Ontario,Canada,18,{api}basketball/leagues/nba/seasons/2023/teams/18?lang=en&region=us,{api}basketball/leagues/nba/athletes/4395625/statistics?lang=en&region=us,true,active,Active,nba,ON,CA
39.2906,-76.6093,,Point,6579,basketball,Will,Barton,181,181 lbs,77,"6' 5""",32,1991-01-06T08:00:00.000Z,2012,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,1,Guard,G,Baltimore,Maryland,United States,28,{api}basketball/leagues/nba/seasons/2023/teams/28?lang=en&region=us,{api}basketball/leagues/nba/athletes/6579/statistics?lang=en&region=us,true,active,Active,nba,MD,US
6.4547,3.3888,,Point,4397886,basketball,Charles,Bassey,230,230 lbs,81,"6' 9""",22,2000-10-28T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4397886.png,28,Center,C,Lagos,Lagos,Nigeria,24,{api}basketball/leagues/nba/seasons/2023/teams/24?lang=en&region=us,{api}basketball/leagues/nba/athletes/4397886/statistics?lang=en&region=us,true,active,Active,nba,,NG
42.2408,-83.6131,,Point,4433620,basketball,Emoni,Bates,170,170 lbs,82,"6' 10""",19,2004-01-28T08:00:00.000Z,,,21,Forward,F,Ypsilanti,Michigan,United States,5,{api}basketball/leagues/nba/seasons/2023/teams/5?lang=en&region=us,,true,active,Active,nba,MI,US
38.5794,-121.4908,,Point,3136779,basketball,Keita,Bates-Diop,229,229 lbs,80,"6' 8""",27,1996-01-23T08:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/3136779.png,,Small Forward,SF,Sacramento,California,United States,21,{api}basketball/leagues/nba/seasons/2023/teams/21?lang=en&region=us,{api}basketball/leagues/nba/athletes/3136779/statistics?lang=en&region=us,true,active,Active,nba,CA,US
49.1458,0.2279,,Point,3416,basketball,Nicolas,Batum,230,230 lbs,80,"6' 8""",34,1988-12-14T08:00:00.000Z,2008,https://a.espncdn.com/i/headshots/nba/players/full/3416.png,33,Power Forward,PF,Lisieux,Normandie,France,12,{api}basketball/leagues/nba/seasons/2023/teams/12?lang=en&region=us,{api}basketball/leagues/nba/athletes/3416/statistics?lang=en&region=us,true,active,Active,nba,,FR
42.3587,-71.0567,,Point,4423545,basketball,Darius,Bazley,216,216 lbs,81,"6' 9""",23,2000-06-12T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nba/players/full/4423545.png,,Power Forward,PF,Boston,Massachusetts,United States,17,{api}basketball/leagues/nba/seasons/2023/teams/17?lang=en&region=us,{api}basketball/leagues/nba/athletes/4423545/statistics?lang=en&region=us,true,active,Active,nba,MA,US
38.6277,-90.1996,,Point,6580,basketball,Bradley,Beal,207,207 lbs,76,"6' 4""",30,1993-06-28T07:00:00.000Z,2012,https://a.espncdn.com/i/headshots/nba/players/full/6580.png,,Shooting Guard,SG,St Louis,Missouri,United States,21,{api}basketball/leagues/nba/seasons/2023/teams/21?lang=en&region=us,{api}basketball/leagues/nba/athletes/6580/statistics?lang=en&region=us,true,active,Active,nba,MO,US
33.7483,-84.3911,,Point,3907822,basketball,Malik,Beasley,187,187 lbs,76,"6' 4""",26,1996-11-26T08:00:00.000Z,2016,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,5,Shooting Guard,SG,Atlanta,Georgia,United States,15,{api}basketball/leagues/nba/seasons/2023/teams/15?lang=en&region=us,{api}basketball/leagues/nba/athletes/3907822/statistics?lang=en&region=us,true,active,Active,nba,GA,US
41.8843,-87.6324,,Point,3964,basketball,Patrick,Beverley,180,180 lbs,74,"6' 2""",35,1988-07-12T07:00:00.000Z,2012,https://a.espncdn.com/i/headshots/nba/players/full/3964.png,21,Point Guard,PG,Chicago,Illinois,United States,20,{api}basketball/leagues/nba/seasons/2023/teams/20?lang=en&region=us,{api}basketball/leagues/nba/athletes/3964/statistics?lang=en&region=us,true,active,Active,nba,IL,US
38.8796,-76.8257,,Point,4397136,basketball,Saddiq,Bey,215,215 lbs,79,"6' 7""",24,1999-04-09T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4397136.png,41,Small Forward,SF,Largo,Maryland,United States,1,{api}basketball/leagues/nba/seasons/2023/teams/1?lang=en&region=us,{api}basketball/leagues/nba/athletes/4397136/statistics?lang=en&region=us,true,active,Active,nba,MD,US
44.1981,17.9126,,Point,5148538,basketball,Tarik,Biberovic,218,218 lbs,79,"6' 7""",22,2001-01-28T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/5148538.png,,Forward,F,Zenica,Federacija Bosne i Hercegovine,Bosnia and Herzegovina,29,{api}basketball/leagues/nba/seasons/2023/teams/29?lang=en&region=us,,true,active,Active,nba,,BA
45.5089,-73.5542,,Point,2578240,basketball,Khem,Birch,233,233 lbs,80,"6' 8""",30,1992-09-28T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/2578240.png,99,Center,C,Montréal,Québec,Canada,24,{api}basketball/leagues/nba/seasons/2023/teams/24?lang=en&region=us,{api}basketball/leagues/nba/athletes/2578240/statistics?lang=en&region=us,true,active,Active,nba,QC,CA
41.7242,45.332,,Point,4348700,basketball,Goga,Bitadze,250,250 lbs,83,"6' 11""",23,1999-07-20T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nba/players/full/4348700.png,88,Center,C,Sagarejo,,Georgia,19,{api}basketball/leagues/nba/seasons/2023/teams/19?lang=en&region=us,{api}basketball/leagues/nba/athletes/4348700/statistics?lang=en&region=us,true,active,Active,nba,,GE
-11.6609,27.4794,,Point,6427,basketball,Bismack,Biyombo,255,255 lbs,80,"6' 8""",30,1992-08-28T07:00:00.000Z,2011,https://a.espncdn.com/i/headshots/nba/players/full/6427.png,18,Center,C,Lubumbashi,Haut-Katanga,"Congo, the Democratic Republic of the",21,{api}basketball/leagues/nba/seasons/2023/teams/21?lang=en&region=us,{api}basketball/leagues/nba/athletes/6427/statistics?lang=en&region=us,true,active,Active,nba,,CD
32.6462,-96.905,,Point,4712849,basketball,Anthony,Black,200,200 lbs,79,"6' 7""",19,2004-01-20T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4712849.png,,Guard,G,Duncanville,Texas,United States,19,{api}basketball/leagues/nba/seasons/2023/teams/19?lang=en&region=us,,true,active,Active,nba,TX,US
43.0299,-76.0048,,Point,4395676,basketball,Buddy,Boeheim,205,205 lbs,78,"6' 6""",23,1999-11-11T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4395676.png,27,Forward,F,Fayetteville,New York,United States,8,{api}basketball/leagues/nba/seasons/2023/teams/8?lang=en&region=us,{api}basketball/leagues/nba/athletes/4395676/statistics?lang=en&region=us,true,active,Active,nba,NY,US
44.8131,20.4633,,Point,3037789,basketball,Bogdan,Bogdanovic,225,225 lbs,77,"6' 5""",30,1992-08-18T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,13,Shooting Guard,SG,Belgrade,Centralna Srbija,Serbia,1,{api}basketball/leagues/nba/seasons/2023/teams/1?lang=en&region=us,{api}basketball/leagues/nba/athletes/3037789/statistics?lang=en&region=us,true,active,Active,nba,,RS
15.5865,32.5232,,Point,4397102,basketball,Bol,Bol,220,220 lbs,86,"7' 2""",23,1999-11-16T08:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nba/players/full/4397102.png,10,Center,C,Khartoum,,Sudan,19,{api}basketball/leagues/nba/seasons/2023/teams/19?lang=en&region=us,{api}basketball/leagues/nba/athletes/4397102/statistics?lang=en&region=us,true,active,Active,nba,,SD
42.9664,-85.6719,,Point,3136193,basketball,Devin,Booker,206,206 lbs,77,"6' 5""",26,1996-10-30T08:00:00.000Z,2015,https://a.espncdn.com/i/headshots/nba/players/full/3136193.png,1,Shooting Guard,SG,Grand Rapids,Michigan,United States,21,{api}basketball/leagues/nba/seasons/2023/teams/21?lang=en&region=us,{api}basketball/leagues/nba/athletes/3136193/statistics?lang=en&region=us,true,active,Active,nba,MI,US
33.9431,-84.2104,,Point,4432162,basketball,Brandon,Boston Jr.,188,188 lbs,78,"6' 6""",21,2001-11-28T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4432162.png,4,Shooting Guard,SG,Norcross,Georgia,United States,12,{api}basketball/leagues/nba/seasons/2023/teams/12?lang=en&region=us,{api}basketball/leagues/nba/athletes/4432162/statistics?lang=en&region=us,true,active,Active,nba,GA,US
45.5089,-73.5542,,Point,3948153,basketball,Chris,Boucher,200,200 lbs,81,"6' 9""",30,1993-01-11T08:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/3948153.png,25,Power Forward,PF,Montréal,Québec,Canada,28,{api}basketball/leagues/nba/seasons/2023/teams/28?lang=en&region=us,{api}basketball/leagues/nba/athletes/3948153/statistics?lang=en&region=us,true,active,Active,nba,QC,CA
40.6925,-73.9904,,Point,4431712,basketball,James,Bouknight,190,190 lbs,76,"6' 4""",22,2000-09-18T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4431712.png,2,Shooting Guard,SG,Brooklyn,New York,United States,30,{api}basketball/leagues/nba/seasons/2023/teams/30?lang=en&region=us,{api}basketball/leagues/nba/athletes/4431712/statistics?lang=en&region=us,true,active,Active,nba,NY,US
39.962,-83.0027,,Point,4565201,basketball,Malaki,Branham,180,180 lbs,76,"6' 4""",20,2003-05-12T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4565201.png,22,Guard,G,Columbus,Ohio,United States,24,{api}basketball/leagues/nba/seasons/2023/teams/24?lang=en&region=us,{api}basketball/leagues/nba/athletes/4565201/statistics?lang=en&region=us,true,active,Active,nba,OH,US
33.9988,-81.0454,,Point,3912292,basketball,Jarrell,Brantley,250,250 lbs,77,"6' 5""",27,1996-06-07T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nba/players/full/3912292.png,5,Power Forward,PF,Columbia,South Carolina,United States,26,{api}basketball/leagues/nba/seasons/2023/teams/26?lang=en&region=us,{api}basketball/leagues/nba/athletes/3912292/statistics?lang=en&region=us,true,active,Active,nba,SC,US
38.1955,-95.7386,,Point,4431767,basketball,Christian,Braun,220,220 lbs,78,"6' 6""",22,2001-04-17T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4431767.png,0,Guard,G,Burlington,Kansas,United States,7,{api}basketball/leagues/nba/seasons/2023/teams/7?lang=en&region=us,{api}basketball/leagues/nba/athletes/4431767/statistics?lang=en&region=us,true,active,Active,nba,KS,US
40.037,-75.5105,,Point,3147657,basketball,Mikal,Bridges,209,209 lbs,78,"6' 6""",26,1996-08-30T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,1,Small Forward,SF,Malvern,Pennsylvania,United States,17,{api}basketball/leagues/nba/seasons/2023/teams/17?lang=en&region=us,{api}basketball/leagues/nba/athletes/3147657/statistics?lang=en&region=us,true,active,Active,nba,PA,US
43.0115,-83.6868,,Point,4066383,basketball,Miles,Bridges,225,225 lbs,79,"6' 7""",25,1998-03-21T08:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4066383.png,0,Small Forward,SF,Flint,Michigan,United States,30,{api}basketball/leagues/nba/seasons/2023/teams/30?lang=en&region=us,{api}basketball/leagues/nba/athletes/4066383/statistics?lang=en&region=us,true,active,Active,nba,MI,US
43.5888,-79.6444,,Point,4278031,basketball,Oshae,Brissett,210,210 lbs,79,"6' 7""",25,1998-06-20T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nba/players/full/4278031.png,12,Small Forward,SF,Mississauga,Ontario,Canada,2,{api}basketball/leagues/nba/seasons/2023/teams/2?lang=en&region=us,{api}basketball/leagues/nba/athletes/4278031/statistics?lang=en&region=us,true,active,Active,nba,ON,CA
33.7483,-84.3911,,Point,2566769,basketball,Malcolm,Brogdon,229,229 lbs,76,"6' 4""",30,1992-12-11T08:00:00.000Z,2016,https://a.espncdn.com/i/headshots/nba/players/full/2566769.png,13,Point Guard,PG,Atlanta,Georgia,United States,2,{api}basketball/leagues/nba/seasons/2023/teams/2?lang=en&region=us,{api}basketball/leagues/nba/athletes/2566769/statistics?lang=en&region=us,true,active,Active,nba,GA,US
43.5888,-79.6444,,Point,3155526,basketball,Dillon,Brooks,225,225 lbs,79,"6' 7""",27,1996-01-22T08:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nba/players/full/3155526.png,,Small Forward,SF,Mississauga,Ontario,Canada,10,{api}basketball/leagues/nba/seasons/2023/teams/10?lang=en&region=us,{api}basketball/leagues/nba/athletes/3155526/statistics?lang=en&region=us,true,active,Active,nba,ON,CA
42.3587,-71.0567,,Point,4065670,basketball,Bruce,Brown,202,202 lbs,76,"6' 4""",26,1996-08-15T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4065670.png,,Small Forward,SF,Boston,Massachusetts,United States,11,{api}basketball/leagues/nba/seasons/2023/teams/11?lang=en&region=us,{api}basketball/leagues/nba/athletes/4065670/statistics?lang=en&region=us,true,active,Active,nba,MA,US
33.9532,-84.5465,,Point,3917376,basketball,Jaylen,Brown,223,223 lbs,78,"6' 6""",26,1996-10-24T07:00:00.000Z,2016,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,7,Shooting Guard,SG,Marietta,Georgia,United States,2,{api}basketball/leagues/nba/seasons/2023/teams/2?lang=en&region=us,{api}basketball/leagues/nba/athletes/3917376/statistics?lang=en&region=us,true,active,Active,nba,GA,US
44.8337,-92.953,,Point,4433254,basketball,Kendall,Brown,205,205 lbs,80,"6' 8""",20,2003-05-11T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nba/players/full/4433254.png,10,Shooting Guard,SG,Cottage Grove,Minnesota,United States,11,{api}basketball/leagues/nba/seasons/2023/teams/11?lang=en&region=us,{api}basketball/leagues/nba/athletes/4433254/statistics?lang=en&region=us,true,active,Active,nba,MN,US
34.7293,-86.5851,,Point,4431752,basketball,Kobe,Brown,250,250 lbs,80,"6' 8""",23,2000-01-01T08:00:00.000Z,,,,Guard,G,Huntsville,Alabama,United States,12,{api}basketball/leagues/nba/seasons/2023/teams/12?lang=en&region=us,,true,active,Active,nba,AL,US
36.1719,-115.14,,Point,4278508,basketball,Troy,Brown Jr.,215,215 lbs,78,"6' 6""",23,1999-07-28T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/4278508.png,,Small Forward,SF,Las Vegas,Nevada,United States,16,{api}basketball/leagues/nba/seasons/2023/teams/16?lang=en&region=us,{api}basketball/leagues/nba/athletes/4278508/statistics?lang=en&region=us,true,active,Active,nba,NV,US
40.4948,-74.4438,,Point,3934672,basketball,Jalen,Brunson,190,190 lbs,73,"6' 1""",26,1996-08-31T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,11,Point Guard,PG,New Brunswick,New Jersey,United States,18,{api}basketball/leagues/nba/seasons/2023/teams/18?lang=en&region=us,{api}basketball/leagues/nba/athletes/3934672/statistics?lang=en&region=us,true,active,Active,nba,NJ,US
